stemID           locationX        locationY        length           radians         
362              -225.81          341.90           37.37            3.85            
363              -225.81          341.90           37.37            2.73            
364              -225.81          341.90           47.08            2.99            
365              -201.24          398.21           47.08            2.47            
366              -201.24          398.21           37.37            2.73            
367              -201.24          398.21           37.37            1.61            
368              -201.24          398.21           47.08            1.87            
369              -221.36          395.81           56.63            2.73            
370              -221.36          395.81           44.95            2.99            
371              -221.36          395.81           44.95            1.87            
372              -221.36          395.81           56.63            2.13            
373              -119.76          465.08           56.63            2.21            
374              -119.76          465.08           44.95            2.47            
375              -119.76          465.08           44.95            1.35            
376              -119.76          465.08           56.63            1.61            
377              -129.35          447.23           47.08            2.47            
378              -129.35          447.23           37.37            2.73            
379              -129.35          447.23           37.37            1.61            
380              -129.35          447.23           47.08            1.87            
381              -67.95           449.53           47.08            1.35            
382              -67.95           449.53           37.37            1.61            
383              -67.95           449.53           37.37            0.49            
384              -67.95           449.53           47.08            0.75            
385              -78.84           466.61           56.63            1.61            
386              -78.84           466.61           44.95            1.87            
387              -78.84           466.61           44.95            0.75            
388              -78.84           466.61           56.63            1.01            
389              -166.39          473.48           65.05            2.47            
390              -166.39          473.48           51.64            2.73            
391              -166.39          473.48           51.64            1.61            
392              -166.39          473.48           65.05            1.87            
393              -171.72          450.82           54.08            2.73            
394              -171.72          450.82           42.93            2.99            
395              -171.72          450.82           42.93            1.87            
396              -171.72          450.82           54.08            2.13            
397              -104.28          471.62           54.08            1.61            
398              -104.28          471.62           42.93            1.87            
399              -104.28          471.62           42.93            0.75            
400              -104.28          471.62           54.08            1.01            
401              -121.45          487.34           65.05            1.87            
402              -121.45          487.34           51.64            2.13            
403              -121.45          487.34           51.64            1.01            
404              -121.45          487.34           65.05            1.27            
405              -258.11          335.62           59.31            3.33            
406              -258.11          335.62           47.08            3.59            
407              -258.11          335.62           47.08            2.47            
408              -258.11          335.62           59.31            2.73            
409              -245.62          318.46           49.31            3.59            
410              -245.62          318.46           39.14            3.85            
411              -245.62          318.46           39.14            2.73            
412              -245.62          318.46           49.31            2.99            
413              -219.89          377.43           49.31            2.47            
414              -219.89          377.43           39.14            2.73            
415              -219.89          377.43           39.14            1.61            
416              -219.89          377.43           49.31            1.87            
417              -240.96          374.92           59.31            2.73            
418              -240.96          374.92           47.08            2.99            
419              -240.96          374.92           47.08            1.87            
420              -240.96          374.92           59.31            2.13            
421              -243.68          294.90           51.64            3.59            
422              -243.68          294.90           40.99            3.85            
423              -243.68          294.90           40.99            2.73            
424              -243.68          294.90           51.64            2.99            
425              -229.31          283.28           42.93            3.85            
426              -229.31          283.28           34.07            4.11            
427              -229.31          283.28           34.07            2.99            
428              -229.31          283.28           42.93            3.25            
429              -220.96          338.68           42.93            2.73            
430              -220.96          338.68           34.07            2.99            
431              -220.96          338.68           34.07            1.87            
432              -220.96          338.68           42.93            2.13            
433              -238.11          331.81           51.64            2.99            
434              -238.11          331.81           40.99            3.25            
435              -238.11          331.81           40.99            2.13            
436              -238.11          331.81           51.64            2.39            
437              -164.98          416.80           51.64            2.47            
438              -164.98          416.80           40.99            2.73            
439              -164.98          416.80           40.99            1.61            
440              -164.98          416.80           51.64            1.87            
441              -169.21          398.81           42.93            2.73            
442              -169.21          398.81           34.07            2.99            
443              -169.21          398.81           34.07            1.87            
444              -169.21          398.81           42.93            2.13            
445              -115.68          415.32           42.93            1.61            
446              -115.68          415.32           34.07            1.87            
447              -115.68          415.32           34.07            0.75            
448              -115.68          415.32           42.93            1.01            
449              -129.30          427.80           51.64            1.87            
450              -129.30          427.80           40.99            2.13            
451              -129.30          427.80           40.99            1.01            
452              -129.30          427.80           51.64            1.27            
453              -208.03          413.19           59.31            2.73            
454              -208.03          413.19           47.08            2.99            
455              -208.03          413.19           47.08            1.87            
456              -208.03          413.19           59.31            2.13            
457              -207.37          391.98           49.31            2.99            
458              -207.37          391.98           39.14            3.25            
459              -207.37          391.98           39.14            2.13            
460              -207.37          391.98           49.31            2.39            
461              -152.89          426.21           49.31            1.87            
462              -152.89          426.21           39.14            2.13            
463              -152.89          426.21           39.14            1.01            
464              -152.89          426.21           49.31            1.27            
465              -171.72          436.00           59.31            2.13            
466              -171.72          436.00           47.08            2.39            
467              -171.72          436.00           47.08            1.27            
468              -171.72          436.00           59.31            1.53            
469              -36.13           477.82           59.31            2.21            
470              -36.13           477.82           47.08            2.47            
471              -36.13           477.82           47.08            1.35            
472              -36.13           477.82           59.31            1.61            
473              -46.17           459.13           49.31            2.47            
474              -46.17           459.13           39.14            2.73            
475              -46.17           459.13           39.14            1.61            
476              -46.17           459.13           49.31            1.87            
477              18.13            461.53           49.31            1.35            
478              18.13            461.53           39.14            1.61            
479              18.13            461.53           39.14            0.49            
480              18.13            461.53           49.31            0.75            
481              6.72             479.43           59.31            1.61            
482              6.72             479.43           47.08            1.87            
483              6.72             479.43           47.08            0.75            
484              6.72             479.43           59.31            1.01            
485              -66.55           447.16           51.64            2.47            
486              -66.55           447.16           40.99            2.73            
487              -66.55           447.16           40.99            1.61            
488              -66.55           447.16           51.64            1.87            
489              -70.78           429.17           42.93            2.73            
490              -70.78           429.17           34.07            2.99            
491              -70.78           429.17           34.07            1.87            
492              -70.78           429.17           42.93            2.13            
493              -17.25           445.68           42.93            1.61            
494              -17.25           445.68           34.07            1.87            
495              -17.25           445.68           34.07            0.75            
496              -17.25           445.68           42.93            1.01            
497              -30.88           458.16           51.64            1.87            
498              -30.88           458.16           40.99            2.13            
499              -30.88           458.16           40.99            1.01            
500              -30.88           458.16           51.64            1.27            
501              77.42            429.14           51.64            1.35            
502              77.42            429.14           40.99            1.61            
503              77.42            429.14           40.99            0.49            
504              77.42            429.14           51.64            0.75            
505              59.38            425.15           42.93            1.61            
506              59.38            425.15           34.07            1.87            
507              59.38            425.15           34.07            0.75            
508              59.38            425.15           42.93            1.01            
509              97.48            384.09           42.93            0.49            
510              97.48            384.09           34.07            0.75            
511              97.48            384.09           34.07            -0.37           
512              97.48            384.09           42.93            -0.11           
513              102.81           401.77           51.64            0.75            
514              102.81           401.77           40.99            1.01            
515              102.81           401.77           40.99            -0.11           
516              102.81           401.77           51.64            0.15            
517              55.49            466.36           59.31            1.61            
518              55.49            466.36           47.08            1.87            
519              55.49            466.36           47.08            0.75            
520              55.49            466.36           59.31            1.01            
521              36.66            456.57           49.31            1.87            
522              36.66            456.57           39.14            2.13            
523              36.66            456.57           39.14            1.01            
524              36.66            456.57           49.31            1.27            
525              91.14            422.34           49.31            0.75            
526              91.14            422.34           39.14            1.01            
527              91.14            422.34           39.14            -0.11           
528              91.14            422.34           49.31            0.15            
