specimenID       plantName        Age(Generation)  totalHeight (cm) totalWidth (cm)  stemNumbers     
644              -266.99          392.58           64.19            3.14            
645              -266.99          392.58           64.19            2.36            
646              -245.20          445.20           64.19            3.14            
647              -245.20          445.20           64.19            2.36            
648              -245.20          445.20           64.19            1.57            
649              -192.58          466.99           64.19            2.36            
650              -192.58          466.99           64.19            1.57            
651              -192.58          466.99           64.19            0.79            
652              -185.98          469.73           64.19            3.14            
653              -185.98          469.73           64.19            2.36            
654              -185.98          469.73           64.19            1.57            
655              -133.36          491.52           64.19            2.36            
656              -133.36          491.52           64.19            1.57            
657              -133.36          491.52           64.19            0.79            
658              -80.75           469.73           64.19            1.57            
659              -80.75           469.73           64.19            0.79            
660              -80.75           469.73           64.19            0.00            
661              -202.28          419.38           64.19            3.93            
662              -202.28          419.38           64.19            3.14            
663              -202.28          419.38           64.19            2.36            
664              -180.49          472.00           64.19            3.14            
665              -180.49          472.00           64.19            2.36            
666              -180.49          472.00           64.19            1.57            
667              -127.87          493.79           64.19            2.36            
668              -127.87          493.79           64.19            1.57            
669              -127.87          493.79           64.19            0.79            
670              -121.27          496.53           64.19            3.14            
671              -121.27          496.53           64.19            2.36            
672              -121.27          496.53           64.19            1.57            
673              -68.65           518.32           64.19            2.36            
674              -68.65           518.32           64.19            1.57            
675              -68.65           518.32           64.19            0.79            
676              -16.04           496.53           64.19            1.57            
677              -16.04           496.53           64.19            0.79            
678              -16.04           496.53           64.19            0.00            
679              -9.43            493.79           64.19            2.36            
680              -9.43            493.79           64.19            1.57            
681              -9.43            493.79           64.19            0.79            
682              43.18            472.00           64.19            1.57            
683              43.18            472.00           64.19            0.79            
684              43.18            472.00           64.19            0.00            
685              64.98            419.38           64.19            0.79            
686              64.98            419.38           64.19            0.00            
687              64.98            419.38           64.19            -0.79           
688              -201.07          309.18           64.19            4.71            
689              -201.07          309.18           64.19            3.93            
690              -201.07          309.18           64.19            3.14            
691              -222.87          361.80           64.19            3.93            
692              -222.87          361.80           64.19            3.14            
693              -222.87          361.80           64.19            2.36            
694              -201.07          414.41           64.19            3.14            
695              -201.07          414.41           64.19            2.36            
696              -201.07          414.41           64.19            1.57            
697              -198.34          421.02           64.19            3.93            
698              -198.34          421.02           64.19            3.14            
699              -198.34          421.02           64.19            2.36            
700              -176.54          473.63           64.19            3.14            
701              -176.54          473.63           64.19            2.36            
702              -176.54          473.63           64.19            1.57            
703              -123.93          495.43           64.19            2.36            
704              -123.93          495.43           64.19            1.57            
705              -123.93          495.43           64.19            0.79            
706              -117.33          498.16           64.19            3.14            
707              -117.33          498.16           64.19            2.36            
708              -117.33          498.16           64.19            1.57            
709              -64.71           519.96           64.19            2.36            
710              -64.71           519.96           64.19            1.57            
711              -64.71           519.96           64.19            0.79            
712              -12.09           498.16           64.19            1.57            
713              -12.09           498.16           64.19            0.79            
714              -12.09           498.16           64.19            0.00            
715              -133.63          447.82           64.19            3.93            
716              -133.63          447.82           64.19            3.14            
717              -133.63          447.82           64.19            2.36            
718              -111.83          500.44           64.19            3.14            
719              -111.83          500.44           64.19            2.36            
720              -111.83          500.44           64.19            1.57            
721              -59.22           522.23           64.19            2.36            
722              -59.22           522.23           64.19            1.57            
723              -59.22           522.23           64.19            0.79            
724              -52.62           524.97           64.19            3.14            
725              -52.62           524.97           64.19            2.36            
726              -52.62           524.97           64.19            1.57            
727              0.00             546.76           64.19            2.36            
728              0.00             546.76           64.19            1.57            
729              0.00             546.76           64.19            0.79            
730              52.62            524.97           64.19            1.57            
731              52.62            524.97           64.19            0.79            
732              52.62            524.97           64.19            0.00            
733              59.22            522.23           64.19            2.36            
734              59.22            522.23           64.19            1.57            
735              59.22            522.23           64.19            0.79            
736              111.83           500.44           64.19            1.57            
737              111.83           500.44           64.19            0.79            
738              111.83           500.44           64.19            0.00            
739              133.63           447.82           64.19            0.79            
740              133.63           447.82           64.19            0.00            
741              133.63           447.82           64.19            -0.79           
742              12.09            498.16           64.19            3.14            
743              12.09            498.16           64.19            2.36            
744              12.09            498.16           64.19            1.57            
745              64.71            519.96           64.19            2.36            
746              64.71            519.96           64.19            1.57            
747              64.71            519.96           64.19            0.79            
748              117.33           498.16           64.19            1.57            
749              117.33           498.16           64.19            0.79            
750              117.33           498.16           64.19            0.00            
751              123.93           495.43           64.19            2.36            
752              123.93           495.43           64.19            1.57            
753              123.93           495.43           64.19            0.79            
754              176.54           473.63           64.19            1.57            
755              176.54           473.63           64.19            0.79            
756              176.54           473.63           64.19            0.00            
757              198.34           421.02           64.19            0.79            
758              198.34           421.02           64.19            0.00            
759              198.34           421.02           64.19            -0.79           
760              201.07           414.41           64.19            1.57            
761              201.07           414.41           64.19            0.79            
762              201.07           414.41           64.19            0.00            
763              222.87           361.80           64.19            0.79            
764              222.87           361.80           64.19            0.00            
765              222.87           361.80           64.19            -0.79           
766              201.07           309.18           64.19            0.00            
767              201.07           309.18           64.19            -0.79           
768              201.07           309.18           64.19            -1.57           
769              -64.98           419.38           64.19            3.93            
770              -64.98           419.38           64.19            3.14            
771              -64.98           419.38           64.19            2.36            
772              -43.18           472.00           64.19            3.14            
773              -43.18           472.00           64.19            2.36            
774              -43.18           472.00           64.19            1.57            
775              9.43             493.79           64.19            2.36            
776              9.43             493.79           64.19            1.57            
777              9.43             493.79           64.19            0.79            
778              16.04            496.53           64.19            3.14            
779              16.04            496.53           64.19            2.36            
780              16.04            496.53           64.19            1.57            
781              68.65            518.32           64.19            2.36            
782              68.65            518.32           64.19            1.57            
783              68.65            518.32           64.19            0.79            
784              121.27           496.53           64.19            1.57            
785              121.27           496.53           64.19            0.79            
786              121.27           496.53           64.19            0.00            
787              127.87           493.79           64.19            2.36            
788              127.87           493.79           64.19            1.57            
789              127.87           493.79           64.19            0.79            
790              180.49           472.00           64.19            1.57            
791              180.49           472.00           64.19            0.79            
792              180.49           472.00           64.19            0.00            
793              202.28           419.38           64.19            0.79            
794              202.28           419.38           64.19            0.00            
795              202.28           419.38           64.19            -0.79           
796              80.75            469.73           64.19            3.14            
797              80.75            469.73           64.19            2.36            
798              80.75            469.73           64.19            1.57            
799              133.36           491.52           64.19            2.36            
800              133.36           491.52           64.19            1.57            
801              133.36           491.52           64.19            0.79            
802              185.98           469.73           64.19            1.57            
803              185.98           469.73           64.19            0.79            
804              185.98           469.73           64.19            0.00            
805              192.58           466.99           64.19            2.36            
806              192.58           466.99           64.19            1.57            
807              192.58           466.99           64.19            0.79            
808              245.20           445.20           64.19            1.57            
809              245.20           445.20           64.19            0.79            
810              245.20           445.20           64.19            0.00            
811              266.99           392.58           64.19            0.79            
812              266.99           392.58           64.19            0.00            
813              266.99           392.58           64.19            -0.79           
814              269.73           385.98           64.19            1.57            
815              269.73           385.98           64.19            0.79            
816              269.73           385.98           64.19            0.00            
817              291.52           333.36           64.19            0.79            
818              291.52           333.36           64.19            0.00            
819              291.52           333.36           64.19            -0.79           
820              269.73           280.75           64.19            0.00            
821              269.73           280.75           64.19            -0.79           
822              269.73           280.75           64.19            -1.57           
823              219.38           402.28           64.19            2.36            
824              219.38           402.28           64.19            1.57            
825              219.38           402.28           64.19            0.79            
826              272.00           380.49           64.19            1.57            
827              272.00           380.49           64.19            0.79            
828              272.00           380.49           64.19            0.00            
829              293.79           327.87           64.19            0.79            
830              293.79           327.87           64.19            0.00            
831              293.79           327.87           64.19            -0.79           
832              296.53           321.27           64.19            1.57            
833              296.53           321.27           64.19            0.79            
834              296.53           321.27           64.19            0.00            
835              318.32           268.65           64.19            0.79            
836              318.32           268.65           64.19            0.00            
837              318.32           268.65           64.19            -0.79           
838              296.53           216.04           64.19            0.00            
839              296.53           216.04           64.19            -0.79           
840              296.53           216.04           64.19            -1.57           
841              293.79           209.43           64.19            0.79            
842              293.79           209.43           64.19            0.00            
843              293.79           209.43           64.19            -0.79           
844              272.00           156.82           64.19            0.00            
845              272.00           156.82           64.19            -0.79           
846              272.00           156.82           64.19            -1.57           
847              219.38           135.02           64.19            -0.79           
848              219.38           135.02           64.19            -1.57           
849              219.38           135.02           64.19            -2.36           
850              -130.36          279.89           64.19            4.71            
851              -130.36          279.89           64.19            3.93            
852              -130.36          279.89           64.19            3.14            
853              -152.16          332.51           64.19            3.93            
854              -152.16          332.51           64.19            3.14            
855              -152.16          332.51           64.19            2.36            
856              -130.36          385.12           64.19            3.14            
857              -130.36          385.12           64.19            2.36            
858              -130.36          385.12           64.19            1.57            
859              -127.63          391.73           64.19            3.93            
860              -127.63          391.73           64.19            3.14            
861              -127.63          391.73           64.19            2.36            
862              -105.83          444.34           64.19            3.14            
863              -105.83          444.34           64.19            2.36            
864              -105.83          444.34           64.19            1.57            
865              -53.22           466.14           64.19            2.36            
866              -53.22           466.14           64.19            1.57            
867              -53.22           466.14           64.19            0.79            
868              -46.61           468.87           64.19            3.14            
869              -46.61           468.87           64.19            2.36            
870              -46.61           468.87           64.19            1.57            
871              6.00             490.67           64.19            2.36            
872              6.00             490.67           64.19            1.57            
873              6.00             490.67           64.19            0.79            
874              58.62            468.87           64.19            1.57            
875              58.62            468.87           64.19            0.79            
876              58.62            468.87           64.19            0.00            
877              -62.92           418.53           64.19            3.93            
878              -62.92           418.53           64.19            3.14            
879              -62.92           418.53           64.19            2.36            
880              -41.12           471.15           64.19            3.14            
881              -41.12           471.15           64.19            2.36            
882              -41.12           471.15           64.19            1.57            
883              11.49            492.94           64.19            2.36            
884              11.49            492.94           64.19            1.57            
885              11.49            492.94           64.19            0.79            
886              18.10            495.68           64.19            3.14            
887              18.10            495.68           64.19            2.36            
888              18.10            495.68           64.19            1.57            
889              70.71            517.47           64.19            2.36            
890              70.71            517.47           64.19            1.57            
891              70.71            517.47           64.19            0.79            
892              123.33           495.68           64.19            1.57            
893              123.33           495.68           64.19            0.79            
894              123.33           495.68           64.19            0.00            
895              129.93           492.94           64.19            2.36            
896              129.93           492.94           64.19            1.57            
897              129.93           492.94           64.19            0.79            
898              182.55           471.15           64.19            1.57            
899              182.55           471.15           64.19            0.79            
900              182.55           471.15           64.19            0.00            
901              204.34           418.53           64.19            0.79            
902              204.34           418.53           64.19            0.00            
903              204.34           418.53           64.19            -0.79           
904              82.81            468.87           64.19            3.14            
905              82.81            468.87           64.19            2.36            
906              82.81            468.87           64.19            1.57            
907              135.42           490.67           64.19            2.36            
908              135.42           490.67           64.19            1.57            
909              135.42           490.67           64.19            0.79            
910              188.04           468.87           64.19            1.57            
911              188.04           468.87           64.19            0.79            
912              188.04           468.87           64.19            0.00            
913              194.64           466.14           64.19            2.36            
914              194.64           466.14           64.19            1.57            
915              194.64           466.14           64.19            0.79            
916              247.26           444.34           64.19            1.57            
917              247.26           444.34           64.19            0.79            
918              247.26           444.34           64.19            0.00            
919              269.05           391.73           64.19            0.79            
920              269.05           391.73           64.19            0.00            
921              269.05           391.73           64.19            -0.79           
922              271.78           385.12           64.19            1.57            
923              271.78           385.12           64.19            0.79            
924              271.78           385.12           64.19            0.00            
925              293.58           332.51           64.19            0.79            
926              293.58           332.51           64.19            0.00            
927              293.58           332.51           64.19            -0.79           
928              271.78           279.89           64.19            0.00            
929              271.78           279.89           64.19            -0.79           
930              271.78           279.89           64.19            -1.57           
931              5.73             390.10           64.19            3.93            
932              5.73             390.10           64.19            3.14            
933              5.73             390.10           64.19            2.36            
934              27.53            442.71           64.19            3.14            
935              27.53            442.71           64.19            2.36            
936              27.53            442.71           64.19            1.57            
937              80.14            464.50           64.19            2.36            
938              80.14            464.50           64.19            1.57            
939              80.14            464.50           64.19            0.79            
940              86.75            467.24           64.19            3.14            
941              86.75            467.24           64.19            2.36            
942              86.75            467.24           64.19            1.57            
943              139.36           489.03           64.19            2.36            
944              139.36           489.03           64.19            1.57            
945              139.36           489.03           64.19            0.79            
946              191.98           467.24           64.19            1.57            
947              191.98           467.24           64.19            0.79            
948              191.98           467.24           64.19            0.00            
949              198.58           464.50           64.19            2.36            
950              198.58           464.50           64.19            1.57            
951              198.58           464.50           64.19            0.79            
952              251.20           442.71           64.19            1.57            
953              251.20           442.71           64.19            0.79            
954              251.20           442.71           64.19            0.00            
955              272.99           390.10           64.19            0.79            
956              272.99           390.10           64.19            0.00            
957              272.99           390.10           64.19            -0.79           
958              151.46           440.44           64.19            3.14            
959              151.46           440.44           64.19            2.36            
960              151.46           440.44           64.19            1.57            
961              204.07           462.23           64.19            2.36            
962              204.07           462.23           64.19            1.57            
963              204.07           462.23           64.19            0.79            
964              256.69           440.44           64.19            1.57            
965              256.69           440.44           64.19            0.79            
966              256.69           440.44           64.19            0.00            
967              263.29           437.70           64.19            2.36            
968              263.29           437.70           64.19            1.57            
969              263.29           437.70           64.19            0.79            
970              315.91           415.91           64.19            1.57            
971              315.91           415.91           64.19            0.79            
972              315.91           415.91           64.19            0.00            
973              337.70           363.29           64.19            0.79            
974              337.70           363.29           64.19            0.00            
975              337.70           363.29           64.19            -0.79           
976              340.44           356.69           64.19            1.57            
977              340.44           356.69           64.19            0.79            
978              340.44           356.69           64.19            0.00            
979              362.23           304.07           64.19            0.79            
980              362.23           304.07           64.19            0.00            
981              362.23           304.07           64.19            -0.79           
982              340.44           251.46           64.19            0.00            
983              340.44           251.46           64.19            -0.79           
984              340.44           251.46           64.19            -1.57           
985              290.10           372.99           64.19            2.36            
986              290.10           372.99           64.19            1.57            
987              290.10           372.99           64.19            0.79            
988              342.71           351.20           64.19            1.57            
989              342.71           351.20           64.19            0.79            
990              342.71           351.20           64.19            0.00            
991              364.50           298.58           64.19            0.79            
992              364.50           298.58           64.19            0.00            
993              364.50           298.58           64.19            -0.79           
994              367.24           291.98           64.19            1.57            
995              367.24           291.98           64.19            0.79            
996              367.24           291.98           64.19            0.00            
997              389.03           239.36           64.19            0.79            
998              389.03           239.36           64.19            0.00            
999              389.03           239.36           64.19            -0.79           
1000             367.24           186.75           64.19            0.00            
1001             367.24           186.75           64.19            -0.79           
1002             367.24           186.75           64.19            -1.57           
1003             364.50           180.14           64.19            0.79            
1004             364.50           180.14           64.19            0.00            
1005             364.50           180.14           64.19            -0.79           
1006             342.71           127.53           64.19            0.00            
1007             342.71           127.53           64.19            -0.79           
1008             342.71           127.53           64.19            -1.57           
1009             290.10           105.73           64.19            -0.79           
1010             290.10           105.73           64.19            -1.57           
1011             290.10           105.73           64.19            -2.36           
1012             179.89           371.78           64.19            3.14            
1013             179.89           371.78           64.19            2.36            
1014             179.89           371.78           64.19            1.57            
1015             232.51           393.58           64.19            2.36            
1016             232.51           393.58           64.19            1.57            
1017             232.51           393.58           64.19            0.79            
1018             285.12           371.78           64.19            1.57            
1019             285.12           371.78           64.19            0.79            
1020             285.12           371.78           64.19            0.00            
1021             291.73           369.05           64.19            2.36            
1022             291.73           369.05           64.19            1.57            
1023             291.73           369.05           64.19            0.79            
1024             344.34           347.26           64.19            1.57            
1025             344.34           347.26           64.19            0.79            
1026             344.34           347.26           64.19            0.00            
1027             366.14           294.64           64.19            0.79            
1028             366.14           294.64           64.19            0.00            
1029             366.14           294.64           64.19            -0.79           
1030             368.87           288.04           64.19            1.57            
1031             368.87           288.04           64.19            0.79            
1032             368.87           288.04           64.19            0.00            
1033             390.67           235.42           64.19            0.79            
1034             390.67           235.42           64.19            0.00            
1035             390.67           235.42           64.19            -0.79           
1036             368.87           182.81           64.19            0.00            
1037             368.87           182.81           64.19            -0.79           
1038             368.87           182.81           64.19            -1.57           
1039             318.53           304.34           64.19            2.36            
1040             318.53           304.34           64.19            1.57            
1041             318.53           304.34           64.19            0.79            
1042             371.15           282.55           64.19            1.57            
1043             371.15           282.55           64.19            0.79            
1044             371.15           282.55           64.19            0.00            
1045             392.94           229.93           64.19            0.79            
1046             392.94           229.93           64.19            0.00            
1047             392.94           229.93           64.19            -0.79           
1048             395.68           223.33           64.19            1.57            
1049             395.68           223.33           64.19            0.79            
1050             395.68           223.33           64.19            0.00            
1051             417.47           170.71           64.19            0.79            
1052             417.47           170.71           64.19            0.00            
1053             417.47           170.71           64.19            -0.79           
1054             395.68           118.10           64.19            0.00            
1055             395.68           118.10           64.19            -0.79           
1056             395.68           118.10           64.19            -1.57           
1057             392.94           111.49           64.19            0.79            
1058             392.94           111.49           64.19            0.00            
1059             392.94           111.49           64.19            -0.79           
1060             371.15           58.88            64.19            0.00            
1061             371.15           58.88            64.19            -0.79           
1062             371.15           58.88            64.19            -1.57           
1063             318.53           37.08            64.19            -0.79           
1064             318.53           37.08            64.19            -1.57           
1065             318.53           37.08            64.19            -2.36           
1066             368.87           158.62           64.19            1.57            
1067             368.87           158.62           64.19            0.79            
1068             368.87           158.62           64.19            0.00            
1069             390.67           106.00           64.19            0.79            
1070             390.67           106.00           64.19            0.00            
1071             390.67           106.00           64.19            -0.79           
1072             368.87           53.39            64.19            0.00            
1073             368.87           53.39            64.19            -0.79           
1074             368.87           53.39            64.19            -1.57           
1075             366.14           46.78            64.19            0.79            
1076             366.14           46.78            64.19            0.00            
1077             366.14           46.78            64.19            -0.79           
1078             344.34           -5.83            64.19            0.00            
1079             344.34           -5.83            64.19            -0.79           
1080             344.34           -5.83            64.19            -1.57           
1081             291.73           -27.63           64.19            -0.79           
1082             291.73           -27.63           64.19            -1.57           
1083             291.73           -27.63           64.19            -2.36           
1084             285.12           -30.36           64.19            0.00            
1085             285.12           -30.36           64.19            -0.79           
1086             285.12           -30.36           64.19            -1.57           
1087             232.51           -52.16           64.19            -0.79           
1088             232.51           -52.16           64.19            -1.57           
1089             232.51           -52.16           64.19            -2.36           
1090             179.89           -30.36           64.19            -1.57           
1091             179.89           -30.36           64.19            -2.36           
1092             179.89           -30.36           64.19            -3.14           
1093             -112.20          -31.94           55.37            7.07            
1094             -112.20          -31.94           55.37            6.28            
1095             -112.20          -31.94           55.37            5.50            
1096             -131.57          -78.69           55.37            6.28            
1097             -131.57          -78.69           55.37            5.50            
1098             -131.57          -78.69           55.37            4.71            
1099             -178.31          -98.05           55.37            5.50            
1100             -178.31          -98.05           55.37            4.71            
1101             -178.31          -98.05           55.37            3.93            
1102             -187.12          -97.54           53.75            6.28            
1103             -187.12          -97.54           53.75            5.50            
1104             -187.12          -97.54           53.75            4.71            
1105             -232.51          -116.34          53.75            5.50            
1106             -232.51          -116.34          53.75            4.71            
1107             -232.51          -116.34          53.75            3.93            
1108             -277.89          -97.54           53.75            4.71            
1109             -277.89          -97.54           53.75            3.93            
1110             -277.89          -97.54           53.75            3.14            
1111             -285.12          -94.55           53.75            5.50            
1112             -285.12          -94.55           53.75            4.71            
1113             -285.12          -94.55           53.75            3.93            
1114             -330.51          -75.75           53.75            4.71            
1115             -330.51          -75.75           53.75            3.93            
1116             -330.51          -75.75           53.75            3.14            
1117             -349.31          -30.36           53.75            3.93            
1118             -349.31          -30.36           53.75            3.14            
1119             -349.31          -30.36           53.75            2.36            
1120             -246.34          -73.01           53.75            6.28            
1121             -246.34          -73.01           53.75            5.50            
1122             -246.34          -73.01           53.75            4.71            
1123             -291.73          -91.81           53.75            5.50            
1124             -291.73          -91.81           53.75            4.71            
1125             -291.73          -91.81           53.75            3.93            
1126             -337.11          -73.01           53.75            4.71            
1127             -337.11          -73.01           53.75            3.93            
1128             -337.11          -73.01           53.75            3.14            
1129             -344.34          -70.02           53.75            5.50            
1130             -344.34          -70.02           53.75            4.71            
1131             -344.34          -70.02           53.75            3.93            
1132             -389.73          -51.22           53.75            4.71            
1133             -389.73          -51.22           53.75            3.93            
1134             -389.73          -51.22           53.75            3.14            
1135             -408.53          -5.83            53.75            3.93            
1136             -408.53          -5.83            53.75            3.14            
1137             -408.53          -5.83            53.75            2.36            
1138             -411.52          1.39             53.75            4.71            
1139             -411.52          1.39             53.75            3.93            
1140             -411.52          1.39             53.75            3.14            
1141             -430.32          46.78            53.75            3.93            
1142             -430.32          46.78            53.75            3.14            
1143             -430.32          46.78            53.75            2.36            
1144             -411.52          92.17            53.75            3.14            
1145             -411.52          92.17            53.75            2.36            
1146             -411.52          92.17            53.75            1.57            
1147             -368.87          -10.80           53.75            5.50            
1148             -368.87          -10.80           53.75            4.71            
1149             -368.87          -10.80           53.75            3.93            
1150             -414.26          8.00             53.75            4.71            
1151             -414.26          8.00             53.75            3.93            
1152             -414.26          8.00             53.75            3.14            
1153             -433.06          53.39            53.75            3.93            
1154             -433.06          53.39            53.75            3.14            
1155             -433.06          53.39            53.75            2.36            
1156             -436.05          60.61            53.75            4.71            
1157             -436.05          60.61            53.75            3.93            
1158             -436.05          60.61            53.75            3.14            
1159             -454.85          106.00           53.75            3.93            
1160             -454.85          106.00           53.75            3.14            
1161             -454.85          106.00           53.75            2.36            
1162             -436.05          151.39           53.75            3.14            
1163             -436.05          151.39           53.75            2.36            
1164             -436.05          151.39           53.75            1.57            
1165             -433.06          158.62           53.75            3.93            
1166             -433.06          158.62           53.75            3.14            
1167             -433.06          158.62           53.75            2.36            
1168             -414.26          204.00           53.75            3.14            
1169             -414.26          204.00           53.75            2.36            
1170             -414.26          204.00           53.75            1.57            
1171             -368.87          222.80           53.75            2.36            
1172             -368.87          222.80           53.75            1.57            
1173             -368.87          222.80           53.75            0.79            
