specimenID       plantName        Age(Generation)  totalHeight (cm) totalWidth (cm)  stemNumbers     
1745             -104.00          514.26           53.75            2.36            
1746             -104.00          514.26           53.75            1.57            
1747             -58.62           533.06           53.75            2.36            
1748             -58.62           533.06           53.75            1.57            
1749             -58.62           533.06           53.75            0.79            
1750             -51.39           536.05           53.75            3.14            
1751             -51.39           536.05           53.75            2.36            
1752             -51.39           536.05           53.75            1.57            
1753             -6.00            554.85           53.75            2.36            
1754             -6.00            554.85           53.75            1.57            
1755             -6.00            554.85           53.75            0.79            
1756             39.39            536.05           53.75            1.57            
1757             39.39            536.05           53.75            0.79            
1758             39.39            536.05           53.75            0.00            
1759             46.61            533.06           53.75            2.36            
1760             46.61            533.06           53.75            1.57            
1761             46.61            533.06           53.75            0.79            
1762             92.00            514.26           53.75            1.57            
1763             92.00            514.26           53.75            0.79            
1764             92.00            514.26           53.75            0.00            
1765             110.80           468.87           53.75            0.79            
1766             110.80           468.87           53.75            0.00            
1767             110.80           468.87           53.75            -0.79           
1768             7.83             511.52           53.75            3.14            
1769             7.83             511.52           53.75            2.36            
1770             7.83             511.52           53.75            1.57            
1771             53.22            530.32           53.75            2.36            
1772             53.22            530.32           53.75            1.57            
1773             53.22            530.32           53.75            0.79            
1774             98.61            511.52           53.75            1.57            
1775             98.61            511.52           53.75            0.79            
1776             98.61            511.52           53.75            0.00            
1777             105.83           508.53           53.75            2.36            
1778             105.83           508.53           53.75            1.57            
1779             105.83           508.53           53.75            0.79            
1780             151.22           489.73           53.75            1.57            
1781             151.22           489.73           53.75            0.79            
1782             151.22           489.73           53.75            0.00            
1783             170.02           444.34           53.75            0.79            
1784             170.02           444.34           53.75            0.00            
1785             170.02           444.34           53.75            -0.79           
1786             173.01           437.11           53.75            1.57            
1787             173.01           437.11           53.75            0.79            
1788             173.01           437.11           53.75            0.00            
1789             191.81           391.73           53.75            0.79            
1790             191.81           391.73           53.75            0.00            
1791             191.81           391.73           53.75            -0.79           
1792             173.01           346.34           53.75            0.00            
1793             173.01           346.34           53.75            -0.79           
1794             173.01           346.34           53.75            -1.57           
1795             130.36           449.31           53.75            2.36            
1796             130.36           449.31           53.75            1.57            
1797             130.36           449.31           53.75            0.79            
1798             175.75           430.51           53.75            1.57            
1799             175.75           430.51           53.75            0.79            
1800             175.75           430.51           53.75            0.00            
1801             194.55           385.12           53.75            0.79            
1802             194.55           385.12           53.75            0.00            
1803             194.55           385.12           53.75            -0.79           
1804             197.54           377.89           53.75            1.57            
1805             197.54           377.89           53.75            0.79            
1806             197.54           377.89           53.75            0.00            
1807             216.34           332.51           53.75            0.79            
1808             216.34           332.51           53.75            0.00            
1809             216.34           332.51           53.75            -0.79           
1810             197.54           287.12           53.75            0.00            
1811             197.54           287.12           53.75            -0.79           
1812             197.54           287.12           53.75            -1.57           
1813             194.55           279.89           53.75            0.79            
1814             194.55           279.89           53.75            0.00            
1815             194.55           279.89           53.75            -0.79           
1816             175.75           234.51           53.75            0.00            
1817             175.75           234.51           53.75            -0.79           
1818             175.75           234.51           53.75            -1.57           
1819             130.36           215.71           53.75            -0.79           
1820             130.36           215.71           53.75            -1.57           
1821             130.36           215.71           53.75            -2.36           
1822             -174.00          89.64            53.75            6.28            
1823             -174.00          89.64            53.75            5.50            
1824             -174.00          89.64            53.75            4.71            
1825             -219.38          70.84            53.75            5.50            
1826             -219.38          70.84            53.75            4.71            
1827             -219.38          70.84            53.75            3.93            
1828             -264.77          89.64            53.75            4.71            
1829             -264.77          89.64            53.75            3.93            
1830             -264.77          89.64            53.75            3.14            
1831             -272.00          92.63            53.75            5.50            
1832             -272.00          92.63            53.75            4.71            
1833             -272.00          92.63            53.75            3.93            
1834             -317.39          111.43           53.75            4.71            
1835             -317.39          111.43           53.75            3.93            
1836             -317.39          111.43           53.75            3.14            
1837             -336.19          156.82           53.75            3.93            
1838             -336.19          156.82           53.75            3.14            
1839             -336.19          156.82           53.75            2.36            
1840             -339.18          164.05           53.75            4.71            
1841             -339.18          164.05           53.75            3.93            
1842             -339.18          164.05           53.75            3.14            
1843             -357.98          209.43           53.75            3.93            
1844             -357.98          209.43           53.75            3.14            
1845             -357.98          209.43           53.75            2.36            
1846             -339.18          254.82           53.75            3.14            
1847             -339.18          254.82           53.75            2.36            
1848             -339.18          254.82           53.75            1.57            
1849             -296.53          151.85           53.75            5.50            
1850             -296.53          151.85           53.75            4.71            
1851             -296.53          151.85           53.75            3.93            
1852             -341.92          170.65           53.75            4.71            
1853             -341.92          170.65           53.75            3.93            
1854             -341.92          170.65           53.75            3.14            
1855             -360.72          216.04           53.75            3.93            
1856             -360.72          216.04           53.75            3.14            
1857             -360.72          216.04           53.75            2.36            
1858             -363.71          223.26           53.75            4.71            
1859             -363.71          223.26           53.75            3.93            
1860             -363.71          223.26           53.75            3.14            
1861             -382.51          268.65           53.75            3.93            
1862             -382.51          268.65           53.75            3.14            
1863             -382.51          268.65           53.75            2.36            
1864             -363.71          314.04           53.75            3.14            
1865             -363.71          314.04           53.75            2.36            
1866             -363.71          314.04           53.75            1.57            
1867             -360.72          321.27           53.75            3.93            
1868             -360.72          321.27           53.75            3.14            
1869             -360.72          321.27           53.75            2.36            
1870             -341.92          366.65           53.75            3.14            
1871             -341.92          366.65           53.75            2.36            
1872             -341.92          366.65           53.75            1.57            
1873             -296.53          385.45           53.75            2.36            
1874             -296.53          385.45           53.75            1.57            
1875             -296.53          385.45           53.75            0.79            
1876             -339.18          282.48           53.75            4.71            
1877             -339.18          282.48           53.75            3.93            
1878             -339.18          282.48           53.75            3.14            
1879             -357.98          327.87           53.75            3.93            
1880             -357.98          327.87           53.75            3.14            
1881             -357.98          327.87           53.75            2.36            
1882             -339.18          373.26           53.75            3.14            
1883             -339.18          373.26           53.75            2.36            
1884             -339.18          373.26           53.75            1.57            
1885             -336.19          380.49           53.75            3.93            
1886             -336.19          380.49           53.75            3.14            
1887             -336.19          380.49           53.75            2.36            
1888             -317.39          425.87           53.75            3.14            
1889             -317.39          425.87           53.75            2.36            
1890             -317.39          425.87           53.75            1.57            
1891             -272.00          444.67           53.75            2.36            
1892             -272.00          444.67           53.75            1.57            
1893             -272.00          444.67           53.75            0.79            
1894             -264.77          447.67           53.75            3.14            
1895             -264.77          447.67           53.75            2.36            
1896             -264.77          447.67           53.75            1.57            
1897             -219.38          466.47           53.75            2.36            
1898             -219.38          466.47           53.75            1.57            
1899             -219.38          466.47           53.75            0.79            
1900             -174.00          447.67           53.75            1.57            
1901             -174.00          447.67           53.75            0.79            
1902             -174.00          447.67           53.75            0.00            
1903             -269.73          216.56           53.75            5.50            
1904             -269.73          216.56           53.75            4.71            
1905             -269.73          216.56           53.75            3.93            
1906             -315.11          235.36           53.75            4.71            
1907             -315.11          235.36           53.75            3.93            
1908             -315.11          235.36           53.75            3.14            
1909             -333.91          280.75           53.75            3.93            
1910             -333.91          280.75           53.75            3.14            
1911             -333.91          280.75           53.75            2.36            
1912             -336.91          287.97           53.75            4.71            
1913             -336.91          287.97           53.75            3.93            
1914             -336.91          287.97           53.75            3.14            
1915             -355.71          333.36           53.75            3.93            
1916             -355.71          333.36           53.75            3.14            
1917             -355.71          333.36           53.75            2.36            
1918             -336.91          378.75           53.75            3.14            
1919             -336.91          378.75           53.75            2.36            
1920             -336.91          378.75           53.75            1.57            
1921             -333.91          385.98           53.75            3.93            
1922             -333.91          385.98           53.75            3.14            
1923             -333.91          385.98           53.75            2.36            
1924             -315.11          431.36           53.75            3.14            
1925             -315.11          431.36           53.75            2.36            
1926             -315.11          431.36           53.75            1.57            
1927             -269.73          450.16           53.75            2.36            
1928             -269.73          450.16           53.75            1.57            
1929             -269.73          450.16           53.75            0.79            
1930             -312.38          347.19           53.75            4.71            
1931             -312.38          347.19           53.75            3.93            
1932             -312.38          347.19           53.75            3.14            
1933             -331.18          392.58           53.75            3.93            
1934             -331.18          392.58           53.75            3.14            
1935             -331.18          392.58           53.75            2.36            
1936             -312.38          437.97           53.75            3.14            
1937             -312.38          437.97           53.75            2.36            
1938             -312.38          437.97           53.75            1.57            
1939             -309.38          445.20           53.75            3.93            
1940             -309.38          445.20           53.75            3.14            
1941             -309.38          445.20           53.75            2.36            
1942             -290.58          490.58           53.75            3.14            
1943             -290.58          490.58           53.75            2.36            
1944             -290.58          490.58           53.75            1.57            
1945             -245.20          509.38           53.75            2.36            
1946             -245.20          509.38           53.75            1.57            
1947             -245.20          509.38           53.75            0.79            
1948             -237.97          512.38           53.75            3.14            
1949             -237.97          512.38           53.75            2.36            
1950             -237.97          512.38           53.75            1.57            
1951             -192.58          531.18           53.75            2.36            
1952             -192.58          531.18           53.75            1.57            
1953             -192.58          531.18           53.75            0.79            
1954             -147.19          512.38           53.75            1.57            
1955             -147.19          512.38           53.75            0.79            
1956             -147.19          512.38           53.75            0.00            
1957             -250.16          469.73           53.75            3.93            
1958             -250.16          469.73           53.75            3.14            
1959             -250.16          469.73           53.75            2.36            
1960             -231.36          515.11           53.75            3.14            
1961             -231.36          515.11           53.75            2.36            
1962             -231.36          515.11           53.75            1.57            
1963             -185.98          533.91           53.75            2.36            
1964             -185.98          533.91           53.75            1.57            
1965             -185.98          533.91           53.75            0.79            
1966             -178.75          536.91           53.75            3.14            
1967             -178.75          536.91           53.75            2.36            
1968             -178.75          536.91           53.75            1.57            
1969             -133.36          555.71           53.75            2.36            
1970             -133.36          555.71           53.75            1.57            
1971             -133.36          555.71           53.75            0.79            
1972             -87.97           536.91           53.75            1.57            
1973             -87.97           536.91           53.75            0.79            
1974             -87.97           536.91           53.75            0.00            
1975             -80.75           533.91           53.75            2.36            
1976             -80.75           533.91           53.75            1.57            
1977             -80.75           533.91           53.75            0.79            
1978             -35.36           515.11           53.75            1.57            
1979             -35.36           515.11           53.75            0.79            
1980             -35.36           515.11           53.75            0.00            
1981             -16.56           469.73           53.75            0.79            
1982             -16.56           469.73           53.75            0.00            
1983             -16.56           469.73           53.75            -0.79           
1984             -247.67          374.00           53.75            4.71            
1985             -247.67          374.00           53.75            3.93            
1986             -247.67          374.00           53.75            3.14            
1987             -266.47          419.38           53.75            3.93            
1988             -266.47          419.38           53.75            3.14            
1989             -266.47          419.38           53.75            2.36            
1990             -247.67          464.77           53.75            3.14            
1991             -247.67          464.77           53.75            2.36            
1992             -247.67          464.77           53.75            1.57            
1993             -244.67          472.00           53.75            3.93            
1994             -244.67          472.00           53.75            3.14            
1995             -244.67          472.00           53.75            2.36            
1996             -225.87          517.39           53.75            3.14            
1997             -225.87          517.39           53.75            2.36            
1998             -225.87          517.39           53.75            1.57            
1999             -180.49          536.19           53.75            2.36            
2000             -180.49          536.19           53.75            1.57            
2001             -180.49          536.19           53.75            0.79            
2002             -173.26          539.18           53.75            3.14            
2003             -173.26          539.18           53.75            2.36            
2004             -173.26          539.18           53.75            1.57            
2005             -127.87          557.98           53.75            2.36            
2006             -127.87          557.98           53.75            1.57            
2007             -127.87          557.98           53.75            0.79            
2008             -82.48           539.18           53.75            1.57            
2009             -82.48           539.18           53.75            0.79            
2010             -82.48           539.18           53.75            0.00            
2011             -185.45          496.53           53.75            3.93            
2012             -185.45          496.53           53.75            3.14            
2013             -185.45          496.53           53.75            2.36            
2014             -166.65          541.92           53.75            3.14            
2015             -166.65          541.92           53.75            2.36            
2016             -166.65          541.92           53.75            1.57            
2017             -121.27          560.72           53.75            2.36            
2018             -121.27          560.72           53.75            1.57            
2019             -121.27          560.72           53.75            0.79            
2020             -114.04          563.71           53.75            3.14            
2021             -114.04          563.71           53.75            2.36            
2022             -114.04          563.71           53.75            1.57            
2023             -68.65           582.51           53.75            2.36            
2024             -68.65           582.51           53.75            1.57            
2025             -68.65           582.51           53.75            0.79            
2026             -23.26           563.71           53.75            1.57            
2027             -23.26           563.71           53.75            0.79            
2028             -23.26           563.71           53.75            0.00            
2029             -16.04           560.72           53.75            2.36            
2030             -16.04           560.72           53.75            1.57            
2031             -16.04           560.72           53.75            0.79            
2032             29.35            541.92           53.75            1.57            
2033             29.35            541.92           53.75            0.79            
2034             29.35            541.92           53.75            0.00            
2035             48.15            496.53           53.75            0.79            
2036             48.15            496.53           53.75            0.00            
2037             48.15            496.53           53.75            -0.79           
2038             -54.82           539.18           53.75            3.14            
2039             -54.82           539.18           53.75            2.36            
2040             -54.82           539.18           53.75            1.57            
2041             -9.43            557.98           53.75            2.36            
2042             -9.43            557.98           53.75            1.57            
2043             -9.43            557.98           53.75            0.79            
2044             35.95            539.18           53.75            1.57            
2045             35.95            539.18           53.75            0.79            
2046             35.95            539.18           53.75            0.00            
2047             43.18            536.19           53.75            2.36            
2048             43.18            536.19           53.75            1.57            
2049             43.18            536.19           53.75            0.79            
2050             88.57            517.39           53.75            1.57            
2051             88.57            517.39           53.75            0.79            
2052             88.57            517.39           53.75            0.00            
2053             107.37           472.00           53.75            0.79            
2054             107.37           472.00           53.75            0.00            
2055             107.37           472.00           53.75            -0.79           
2056             110.36           464.77           53.75            1.57            
2057             110.36           464.77           53.75            0.79            
2058             110.36           464.77           53.75            0.00            
2059             129.16           419.38           53.75            0.79            
2060             129.16           419.38           53.75            0.00            
2061             129.16           419.38           53.75            -0.79           
2062             110.36           374.00           53.75            0.00            
2063             110.36           374.00           53.75            -0.79           
2064             110.36           374.00           53.75            -1.57           
2065             -201.07          245.00           53.75            5.50            
2066             -201.07          245.00           53.75            4.71            
2067             -201.07          245.00           53.75            3.93            
2068             -246.46          263.80           53.75            4.71            
2069             -246.46          263.80           53.75            3.93            
2070             -246.46          263.80           53.75            3.14            
2071             -265.26          309.18           53.75            3.93            
2072             -265.26          309.18           53.75            3.14            
2073             -265.26          309.18           53.75            2.36            
2074             -268.25          316.41           53.75            4.71            
2075             -268.25          316.41           53.75            3.93            
2076             -268.25          316.41           53.75            3.14            
2077             -287.05          361.80           53.75            3.93            
2078             -287.05          361.80           53.75            3.14            
2079             -287.05          361.80           53.75            2.36            
2080             -268.25          407.18           53.75            3.14            
2081             -268.25          407.18           53.75            2.36            
2082             -268.25          407.18           53.75            1.57            
2083             -265.26          414.41           53.75            3.93            
2084             -265.26          414.41           53.75            3.14            
2085             -265.26          414.41           53.75            2.36            
2086             -246.46          459.80           53.75            3.14            
2087             -246.46          459.80           53.75            2.36            
2088             -246.46          459.80           53.75            1.57            
2089             -201.07          478.60           53.75            2.36            
2090             -201.07          478.60           53.75            1.57            
2091             -201.07          478.60           53.75            0.79            
2092             -243.73          375.63           53.75            4.71            
2093             -243.73          375.63           53.75            3.93            
2094             -243.73          375.63           53.75            3.14            
2095             -262.52          421.02           53.75            3.93            
2096             -262.52          421.02           53.75            3.14            
2097             -262.52          421.02           53.75            2.36            
2098             -243.73          466.40           53.75            3.14            
2099             -243.73          466.40           53.75            2.36            
2100             -243.73          466.40           53.75            1.57            
2101             -240.73          473.63           53.75            3.93            
2102             -240.73          473.63           53.75            3.14            
2103             -240.73          473.63           53.75            2.36            
2104             -221.93          519.02           53.75            3.14            
2105             -221.93          519.02           53.75            2.36            
2106             -221.93          519.02           53.75            1.57            
2107             -176.54          537.82           53.75            2.36            
2108             -176.54          537.82           53.75            1.57            
2109             -176.54          537.82           53.75            0.79            
2110             -169.32          540.81           53.75            3.14            
2111             -169.32          540.81           53.75            2.36            
2112             -169.32          540.81           53.75            1.57            
2113             -123.93          559.61           53.75            2.36            
2114             -123.93          559.61           53.75            1.57            
2115             -123.93          559.61           53.75            0.79            
2116             -78.54           540.81           53.75            1.57            
2117             -78.54           540.81           53.75            0.79            
2118             -78.54           540.81           53.75            0.00            
2119             -181.51          498.16           53.75            3.93            
2120             -181.51          498.16           53.75            3.14            
2121             -181.51          498.16           53.75            2.36            
2122             -162.71          543.55           53.75            3.14            
2123             -162.71          543.55           53.75            2.36            
2124             -162.71          543.55           53.75            1.57            
2125             -117.33          562.35           53.75            2.36            
2126             -117.33          562.35           53.75            1.57            
2127             -117.33          562.35           53.75            0.79            
2128             -110.10          565.34           53.75            3.14            
2129             -110.10          565.34           53.75            2.36            
2130             -110.10          565.34           53.75            1.57            
2131             -64.71           584.14           53.75            2.36            
2132             -64.71           584.14           53.75            1.57            
2133             -64.71           584.14           53.75            0.79            
2134             -19.32           565.34           53.75            1.57            
2135             -19.32           565.34           53.75            0.79            
2136             -19.32           565.34           53.75            0.00            
2137             -12.09           562.35           53.75            2.36            
2138             -12.09           562.35           53.75            1.57            
2139             -12.09           562.35           53.75            0.79            
2140             33.29            543.55           53.75            1.57            
2141             33.29            543.55           53.75            0.79            
2142             33.29            543.55           53.75            0.00            
2143             52.09            498.16           53.75            0.79            
2144             52.09            498.16           53.75            0.00            
2145             52.09            498.16           53.75            -0.79           
2146             -179.01          402.43           53.75            4.71            
2147             -179.01          402.43           53.75            3.93            
2148             -179.01          402.43           53.75            3.14            
2149             -197.81          447.82           53.75            3.93            
2150             -197.81          447.82           53.75            3.14            
2151             -197.81          447.82           53.75            2.36            
2152             -179.01          493.21           53.75            3.14            
2153             -179.01          493.21           53.75            2.36            
2154             -179.01          493.21           53.75            1.57            
2155             -176.02          500.44           53.75            3.93            
2156             -176.02          500.44           53.75            3.14            
2157             -176.02          500.44           53.75            2.36            
2158             -157.22          545.82           53.75            3.14            
2159             -157.22          545.82           53.75            2.36            
2160             -157.22          545.82           53.75            1.57            
2161             -111.83          564.62           53.75            2.36            
2162             -111.83          564.62           53.75            1.57            
2163             -111.83          564.62           53.75            0.79            
2164             -104.61          567.62           53.75            3.14            
2165             -104.61          567.62           53.75            2.36            
2166             -104.61          567.62           53.75            1.57            
2167             -59.22           586.42           53.75            2.36            
2168             -59.22           586.42           53.75            1.57            
2169             -59.22           586.42           53.75            0.79            
2170             -13.83           567.62           53.75            1.57            
2171             -13.83           567.62           53.75            0.79            
2172             -13.83           567.62           53.75            0.00            
2173             -116.80          524.97           53.75            3.93            
2174             -116.80          524.97           53.75            3.14            
2175             -116.80          524.97           53.75            2.36            
2176             -98.00           570.35           53.75            3.14            
2177             -98.00           570.35           53.75            2.36            
2178             -98.00           570.35           53.75            1.57            
2179             -52.62           589.15           53.75            2.36            
2180             -52.62           589.15           53.75            1.57            
2181             -52.62           589.15           53.75            0.79            
2182             -45.39           592.15           53.75            3.14            
2183             -45.39           592.15           53.75            2.36            
2184             -45.39           592.15           53.75            1.57            
2185             0.00             610.95           53.75            2.36            
2186             0.00             610.95           53.75            1.57            
2187             0.00             610.95           53.75            0.79            
2188             45.39            592.15           53.75            1.57            
2189             45.39            592.15           53.75            0.79            
2190             45.39            592.15           53.75            0.00            
2191             52.62            589.15           53.75            2.36            
2192             52.62            589.15           53.75            1.57            
2193             52.62            589.15           53.75            0.79            
2194             98.00            570.35           53.75            1.57            
2195             98.00            570.35           53.75            0.79            
2196             98.00            570.35           53.75            0.00            
2197             116.80           524.97           53.75            0.79            
2198             116.80           524.97           53.75            0.00            
2199             116.80           524.97           53.75            -0.79           
2200             13.83            567.62           53.75            3.14            
2201             13.83            567.62           53.75            2.36            
2202             13.83            567.62           53.75            1.57            
2203             59.22            586.42           53.75            2.36            
2204             59.22            586.42           53.75            1.57            
2205             59.22            586.42           53.75            0.79            
2206             104.61           567.62           53.75            1.57            
2207             104.61           567.62           53.75            0.79            
2208             104.61           567.62           53.75            0.00            
2209             111.83           564.62           53.75            2.36            
2210             111.83           564.62           53.75            1.57            
2211             111.83           564.62           53.75            0.79            
2212             157.22           545.82           53.75            1.57            
2213             157.22           545.82           53.75            0.79            
2214             157.22           545.82           53.75            0.00            
2215             176.02           500.44           53.75            0.79            
2216             176.02           500.44           53.75            0.00            
2217             176.02           500.44           53.75            -0.79           
2218             179.01           493.21           53.75            1.57            
2219             179.01           493.21           53.75            0.79            
2220             179.01           493.21           53.75            0.00            
2221             197.81           447.82           53.75            0.79            
2222             197.81           447.82           53.75            0.00            
2223             197.81           447.82           53.75            -0.79           
2224             179.01           402.43           53.75            0.00            
2225             179.01           402.43           53.75            -0.79           
2226             179.01           402.43           53.75            -1.57           
2227             -52.09           498.16           53.75            3.93            
2228             -52.09           498.16           53.75            3.14            
2229             -52.09           498.16           53.75            2.36            
2230             -33.29           543.55           53.75            3.14            
2231             -33.29           543.55           53.75            2.36            
2232             -33.29           543.55           53.75            1.57            
2233             12.09            562.35           53.75            2.36            
2234             12.09            562.35           53.75            1.57            
2235             12.09            562.35           53.75            0.79            
2236             19.32            565.34           53.75            3.14            
2237             19.32            565.34           53.75            2.36            
2238             19.32            565.34           53.75            1.57            
2239             64.71            584.14           53.75            2.36            
2240             64.71            584.14           53.75            1.57            
2241             64.71            584.14           53.75            0.79            
2242             110.10           565.34           53.75            1.57            
2243             110.10           565.34           53.75            0.79            
2244             110.10           565.34           53.75            0.00            
2245             117.33           562.35           53.75            2.36            
2246             117.33           562.35           53.75            1.57            
2247             117.33           562.35           53.75            0.79            
2248             162.71           543.55           53.75            1.57            
2249             162.71           543.55           53.75            0.79            
2250             162.71           543.55           53.75            0.00            
2251             181.51           498.16           53.75            0.79            
2252             181.51           498.16           53.75            0.00            
2253             181.51           498.16           53.75            -0.79           
2254             78.54            540.81           53.75            3.14            
2255             78.54            540.81           53.75            2.36            
2256             78.54            540.81           53.75            1.57            
2257             123.93           559.61           53.75            2.36            
2258             123.93           559.61           53.75            1.57            
2259             123.93           559.61           53.75            0.79            
2260             169.32           540.81           53.75            1.57            
2261             169.32           540.81           53.75            0.79            
2262             169.32           540.81           53.75            0.00            
2263             176.54           537.82           53.75            2.36            
2264             176.54           537.82           53.75            1.57            
2265             176.54           537.82           53.75            0.79            
2266             221.93           519.02           53.75            1.57            
2267             221.93           519.02           53.75            0.79            
2268             221.93           519.02           53.75            0.00            
2269             240.73           473.63           53.75            0.79            
2270             240.73           473.63           53.75            0.00            
2271             240.73           473.63           53.75            -0.79           
2272             243.73           466.40           53.75            1.57            
2273             243.73           466.40           53.75            0.79            
2274             243.73           466.40           53.75            0.00            
