stemID           locationX        locationY        length           radians         
249115           111.75           290.98           9.74             3.14            
249116           111.75           290.98           9.74             2.72            
249117           111.75           290.98           9.74             1.36            
249118           135.44           310.17           9.74             3.14            
249119           135.44           310.17           9.74             1.78            
249120           135.44           310.17           9.74             1.36            
249121           135.44           310.17           9.74             0.00            
249122           145.30           308.07           9.74             2.72            
249123           145.30           308.07           9.74             1.36            
249124           145.30           308.07           9.74             0.94            
249125           145.30           308.07           9.74             -0.42           
249126           159.14           280.91           9.74             1.36            
249127           159.14           280.91           9.74             -0.00           
249128           159.14           280.91           9.74             -0.42           
249129           159.14           280.91           9.74             -1.78           
249130           175.23           261.03           9.74             3.14            
249131           175.23           261.03           9.74             1.78            
249132           175.23           261.03           9.74             1.36            
249133           175.23           261.03           9.74             0.00            
249134           198.93           241.84           9.74             1.78            
249135           198.93           241.84           9.74             0.42            
249136           198.93           241.84           9.74             0.00            
249137           198.93           241.84           9.74             -1.36           
249138           198.93           231.77           9.74             1.36            
249139           198.93           231.77           9.74             0.00            
249140           198.93           231.77           9.74             -0.42           
249141           198.93           231.77           9.74             -1.78           
249142           175.23           212.58           9.74             0.00            
249143           175.23           212.58           9.74             -1.36           
249144           175.23           212.58           9.74             -1.78           
249145           175.23           212.58           9.74             -3.14           
249146           175.77           212.15           9.74             4.92            
249147           175.77           212.15           9.74             3.56            
249148           175.77           212.15           9.74             3.14            
249149           175.77           212.15           9.74             1.78            
249150           189.61           239.32           9.74             3.56            
249151           189.61           239.32           9.74             2.20            
249152           189.61           239.32           9.74             1.78            
249153           189.61           239.32           9.74             0.42            
249154           199.46           241.41           9.74             3.14            
249155           199.46           241.41           9.74             1.78            
249156           199.46           241.41           9.74             1.36            
249157           199.46           241.41           9.74             0.00            
249158           223.16           222.22           9.74             1.78            
249159           223.16           222.22           9.74             0.42            
249160           223.16           222.22           9.74             0.00            
249161           223.16           222.22           9.74             -1.36           
249162           245.95           210.61           9.74             3.56            
249163           245.95           210.61           9.74             2.20            
249164           245.95           210.61           9.74             1.78            
249165           245.95           210.61           9.74             0.42            
249166           275.40           202.72           9.74             2.20            
249167           275.40           202.72           9.74             0.84            
249168           275.40           202.72           9.74             0.42            
249169           275.40           202.72           9.74             -0.94           
249170           279.50           193.52           9.74             1.78            
249171           279.50           193.52           9.74             0.42            
249172           279.50           193.52           9.74             0.00            
249173           279.50           193.52           9.74             -1.36           
249174           265.65           166.35           9.74             0.42            
249175           265.65           166.35           9.74             -0.94           
249176           265.65           166.35           9.74             -1.36           
249177           265.65           166.35           9.74             -2.72           
249178           260.14           192.27           9.74             3.14            
249179           260.14           192.27           9.74             1.78            
249180           260.14           192.27           9.74             1.36            
249181           260.14           192.27           9.74             0.00            
249182           283.84           173.08           9.74             1.78            
249183           283.84           173.08           9.74             0.42            
249184           283.84           173.08           9.74             0.00            
249185           283.84           173.08           9.74             -1.36           
249186           283.84           163.01           9.74             1.36            
249187           283.84           163.01           9.74             0.00            
249188           283.84           163.01           9.74             -0.42           
249189           283.84           163.01           9.74             -1.78           
249190           260.14           143.82           9.74             0.00            
249191           260.14           143.82           9.74             -1.36           
249192           260.14           143.82           9.74             -1.78           
249193           260.14           143.82           9.74             -3.14           
249194           244.05           123.95           9.74             1.78            
249195           244.05           123.95           9.74             0.42            
249196           244.05           123.95           9.74             0.00            
249197           244.05           123.95           9.74             -1.36           
249198           230.21           96.78            9.74             0.42            
249199           230.21           96.78            9.74             -0.94           
249200           230.21           96.78            9.74             -1.36           
249201           230.21           96.78            9.74             -2.72           
249202           220.35           94.69            9.74             0.00            
249203           220.35           94.69            9.74             -1.36           
249204           220.35           94.69            9.74             -1.78           
249205           220.35           94.69            9.74             -3.14           
249206           196.66           113.87           9.74             -1.36           
249207           196.66           113.87           9.74             -2.72           
249208           196.66           113.87           9.74             -3.14           
249209           196.66           113.87           9.74             -4.50           
249210           196.66           186.13           9.74             4.50            
249211           196.66           186.13           9.74             3.14            
249212           196.66           186.13           9.74             2.72            
249213           196.66           186.13           9.74             1.36            
249214           220.35           205.31           9.74             3.14            
249215           220.35           205.31           9.74             1.78            
249216           220.35           205.31           9.74             1.36            
249217           220.35           205.31           9.74             0.00            
249218           230.21           203.22           9.74             2.72            
249219           230.21           203.22           9.74             1.36            
249220           230.21           203.22           9.74             0.94            
249221           230.21           203.22           9.74             -0.42           
249222           244.05           176.05           9.74             1.36            
249223           244.05           176.05           9.74             -0.00           
249224           244.05           176.05           9.74             -0.42           
249225           244.05           176.05           9.74             -1.78           
249226           260.14           156.18           9.74             3.14            
249227           260.14           156.18           9.74             1.78            
249228           260.14           156.18           9.74             1.36            
249229           260.14           156.18           9.74             0.00            
249230           283.84           136.99           9.74             1.78            
249231           283.84           136.99           9.74             0.42            
249232           283.84           136.99           9.74             0.00            
249233           283.84           136.99           9.74             -1.36           
249234           283.84           126.92           9.74             1.36            
249235           283.84           126.92           9.74             0.00            
249236           283.84           126.92           9.74             -0.42           
249237           283.84           126.92           9.74             -1.78           
249238           260.14           107.73           9.74             0.00            
249239           260.14           107.73           9.74             -1.36           
249240           260.14           107.73           9.74             -1.78           
249241           260.14           107.73           9.74             -3.14           
249242           265.65           133.65           9.74             2.72            
249243           265.65           133.65           9.74             1.36            
249244           265.65           133.65           9.74             0.94            
249245           265.65           133.65           9.74             -0.42           
249246           279.50           106.48           9.74             1.36            
249247           279.50           106.48           9.74             0.00            
249248           279.50           106.48           9.74             -0.42           
249249           279.50           106.48           9.74             -1.78           
249250           275.40           97.28            9.74             0.94            
249251           275.40           97.28            9.74             -0.42           
249252           275.40           97.28            9.74             -0.84           
249253           275.40           97.28            9.74             -2.20           
249254           245.95           89.39            9.74             -0.42           
249255           245.95           89.39            9.74             -1.78           
249256           245.95           89.39            9.74             -2.20           
249257           245.95           89.39            9.74             -3.56           
249258           223.16           77.78            9.74             1.36            
249259           223.16           77.78            9.74             -0.00           
249260           223.16           77.78            9.74             -0.42           
249261           223.16           77.78            9.74             -1.78           
249262           199.46           58.59            9.74             0.00            
249263           199.46           58.59            9.74             -1.36           
249264           199.46           58.59            9.74             -1.78           
249265           199.46           58.59            9.74             -3.14           
249266           189.61           60.68            9.74             -0.42           
249267           189.61           60.68            9.74             -1.78           
249268           189.61           60.68            9.74             -2.20           
249269           189.61           60.68            9.74             -3.56           
249270           175.77           87.85            9.74             -1.78           
249271           175.77           87.85            9.74             -3.14           
249272           175.77           87.85            9.74             -3.56           
249273           175.77           87.85            9.74             -4.92           
249274           175.23           87.42            9.74             3.14            
249275           175.23           87.42            9.74             1.78            
249276           175.23           87.42            9.74             1.36            
249277           175.23           87.42            9.74             0.00            
249278           198.93           68.23            9.74             1.78            
249279           198.93           68.23            9.74             0.42            
249280           198.93           68.23            9.74             0.00            
249281           198.93           68.23            9.74             -1.36           
249282           198.93           58.16            9.74             1.36            
249283           198.93           58.16            9.74             0.00            
249284           198.93           58.16            9.74             -0.42           
249285           198.93           58.16            9.74             -1.78           
249286           175.23           38.97            9.74             0.00            
249287           175.23           38.97            9.74             -1.36           
249288           175.23           38.97            9.74             -1.78           
249289           175.23           38.97            9.74             -3.14           
249290           159.14           19.09            9.74             1.78            
249291           159.14           19.09            9.74             0.42            
249292           159.14           19.09            9.74             0.00            
249293           159.14           19.09            9.74             -1.36           
249294           145.30           -8.07            9.74             0.42            
249295           145.30           -8.07            9.74             -0.94           
249296           145.30           -8.07            9.74             -1.36           
249297           145.30           -8.07            9.74             -2.72           
249298           135.44           -10.17           9.74             0.00            
249299           135.44           -10.17           9.74             -1.36           
249300           135.44           -10.17           9.74             -1.78           
249301           135.44           -10.17           9.74             -3.14           
249302           111.75           9.02             9.74             -1.36           
249303           111.75           9.02             9.74             -2.72           
249304           111.75           9.02             9.74             -3.14           
249305           111.75           9.02             9.74             -4.50           
249306           138.25           9.02             9.74             1.36            
249307           138.25           9.02             9.74             -0.00           
249308           138.25           9.02             9.74             -0.42           
249309           138.25           9.02             9.74             -1.78           
249310           114.56           -10.17           9.74             0.00            
249311           114.56           -10.17           9.74             -1.36           
249312           114.56           -10.17           9.74             -1.78           
249313           114.56           -10.17           9.74             -3.14           
249314           104.70           -8.07            9.74             -0.42           
249315           104.70           -8.07            9.74             -1.78           
249316           104.70           -8.07            9.74             -2.20           
249317           104.70           -8.07            9.74             -3.56           
249318           90.86            19.09            9.74             -1.78           
249319           90.86            19.09            9.74             -3.14           
249320           90.86            19.09            9.74             -3.56           
249321           90.86            19.09            9.74             -4.92           
249322           74.77            38.97            9.74             0.00            
249323           74.77            38.97            9.74             -1.36           
249324           74.77            38.97            9.74             -1.78           
249325           74.77            38.97            9.74             -3.14           
249326           51.07            58.16            9.74             -1.36           
249327           51.07            58.16            9.74             -2.72           
249328           51.07            58.16            9.74             -3.14           
249329           51.07            58.16            9.74             -4.50           
249330           51.07            68.23            9.74             -1.78           
249331           51.07            68.23            9.74             -3.14           
249332           51.07            68.23            9.74             -3.56           
249333           51.07            68.23            9.74             -4.92           
249334           74.77            87.42            9.74             -3.14           
249335           74.77            87.42            9.74             -4.50           
249336           74.77            87.42            9.74             -4.92           
249337           74.77            87.42            9.74             -6.28           
249338           -84.50           87.42            3.26             11.00           
249339           -84.50           87.42            3.26             9.63            
249340           -84.50           87.42            3.26             9.22            
249341           -84.50           87.42            3.26             7.85            
249342           -76.79           96.94            3.26             9.63            
249343           -76.79           96.94            3.26             8.27            
249344           -76.79           96.94            3.26             7.85            
249345           -76.79           96.94            3.26             6.49            
249346           -72.74           96.94            3.26             9.22            
249347           -72.74           96.94            3.26             7.85            
249348           -72.74           96.94            3.26             7.44            
249349           -72.74           96.94            3.26             6.07            
249350           -65.03           87.42            3.26             7.85            
249351           -65.03           87.42            3.26             6.49            
249352           -65.03           87.42            3.26             6.07            
249353           -65.03           87.42            3.26             4.71            
249354           -53.09           77.75            3.26             9.63            
249355           -53.09           77.75            3.26             8.27            
249356           -53.09           77.75            3.26             7.85            
249357           -53.09           77.75            3.26             6.49            
249358           -42.17           72.19            3.26             8.27            
249359           -42.17           72.19            3.26             6.91            
249360           -42.17           72.19            3.26             6.49            
249361           -42.17           72.19            3.26             5.13            
249362           -41.33           68.23            3.26             7.85            
249363           -41.33           68.23            3.26             6.49            
249364           -41.33           68.23            3.26             6.07            
249365           -41.33           68.23            3.26             4.71            
249366           -49.04           58.71            3.26             6.49            
249367           -49.04           58.71            3.26             5.13            
249368           -49.04           58.71            3.26             4.71            
249369           -49.04           58.71            3.26             3.35            
249370           -49.04           67.68            3.26             9.22            
249371           -49.04           67.68            3.26             7.85            
249372           -49.04           67.68            3.26             7.44            
249373           -49.04           67.68            3.26             6.07            
249374           -41.33           58.16            3.26             7.85            
249375           -41.33           58.16            3.26             6.49            
249376           -41.33           58.16            3.26             6.07            
249377           -41.33           58.16            3.26             4.71            
249378           -42.17           54.20            3.26             7.44            
249379           -42.17           54.20            3.26             6.07            
249380           -42.17           54.20            3.26             5.65            
249381           -42.17           54.20            3.26             4.29            
249382           -53.09           48.63            3.26             6.07            
249383           -53.09           48.63            3.26             4.71            
249384           -53.09           48.63            3.26             4.29            
249385           -53.09           48.63            3.26             2.93            
249386           -65.03           38.97            3.26             7.85            
249387           -65.03           38.97            3.26             6.49            
249388           -65.03           38.97            3.26             6.07            
249389           -65.03           38.97            3.26             4.71            
249390           -72.74           29.45            3.26             6.49            
249391           -72.74           29.45            3.26             5.13            
249392           -72.74           29.45            3.26             4.71            
249393           -72.74           29.45            3.26             3.35            
249394           -76.79           29.45            3.26             6.07            
249395           -76.79           29.45            3.26             4.71            
249396           -76.79           29.45            3.26             4.29            
249397           -76.79           29.45            3.26             2.93            
249398           -84.50           38.97            3.26             4.71            
249399           -84.50           38.97            3.26             3.35            
249400           -84.50           38.97            3.26             2.93            
249401           -84.50           38.97            3.26             1.57            
249402           -92.88           28.62            3.26             9.63            
249403           -92.88           28.62            3.26             8.27            
249404           -92.88           28.62            3.26             7.85            
249405           -92.88           28.62            3.26             6.49            
249406           -81.97           23.05            3.26             8.27            
249407           -81.97           23.05            3.26             6.91            
249408           -81.97           23.05            3.26             6.49            
249409           -81.97           23.05            3.26             5.13            
249410           -81.12           19.09            3.26             7.85            
249411           -81.12           19.09            3.26             6.49            
249412           -81.12           19.09            3.26             6.07            
249413           -81.12           19.09            3.26             4.71            
249414           -88.83           9.57             3.26             6.49            
249415           -88.83           9.57             3.26             5.13            
249416           -88.83           9.57             3.26             4.71            
249417           -88.83           9.57             3.26             3.35            
249418           -95.81           -4.11            3.26             8.27            
249419           -95.81           -4.11            3.26             6.91            
249420           -95.81           -4.11            3.26             6.49            
249421           -95.81           -4.11            3.26             5.13            
249422           -98.98           -15.95           3.26             6.91            
249423           -98.98           -15.95           3.26             5.55            
249424           -98.98           -15.95           3.26             5.13            
249425           -98.98           -15.95           3.26             3.77            
249426           -102.68          -17.60           3.26             6.49            
249427           -102.68          -17.60           3.26             5.13            
249428           -102.68          -17.60           3.26             4.71            
249429           -102.68          -17.60           3.26             3.35            
249430           -113.60          -12.03           3.26             5.13            
249431           -113.60          -12.03           3.26             3.77            
249432           -113.60          -12.03           3.26             3.35            
249433           -113.60          -12.03           3.26             1.99            
249434           -104.82          -10.17           3.26             7.85            
249435           -104.82          -10.17           3.26             6.49            
249436           -104.82          -10.17           3.26             6.07            
249437           -104.82          -10.17           3.26             4.71            
249438           -112.53          -19.69           3.26             6.49            
249439           -112.53          -19.69           3.26             5.13            
249440           -112.53          -19.69           3.26             4.71            
249441           -112.53          -19.69           3.26             3.35            
249442           -116.58          -19.69           3.26             6.07            
249443           -116.58          -19.69           3.26             4.71            
249444           -116.58          -19.69           3.26             4.29            
249445           -116.58          -19.69           3.26             2.93            
249446           -124.29          -10.17           3.26             4.71            
249447           -124.29          -10.17           3.26             3.35            
249448           -124.29          -10.17           3.26             2.93            
249449           -124.29          -10.17           3.26             1.57            
249450           -136.23          -0.50            3.26             6.49            
249451           -136.23          -0.50            3.26             5.13            
249452           -136.23          -0.50            3.26             4.71            
249453           -136.23          -0.50            3.26             3.35            
249454           -147.15          5.06             3.26             5.13            
249455           -147.15          5.06             3.26             3.77            
249456           -147.15          5.06             3.26             3.35            
249457           -147.15          5.06             3.26             1.99            
249458           -147.99          9.02             3.26             4.71            
249459           -147.99          9.02             3.26             3.35            
249460           -147.99          9.02             3.26             2.93            
249461           -147.99          9.02             3.26             1.57            
249462           -140.28          18.54            3.26             3.35            
249463           -140.28          18.54            3.26             1.99            
249464           -140.28          18.54            3.26             1.57            
249465           -140.28          18.54            3.26             0.21            
249466           -109.72          18.54            3.26             9.22            
249467           -109.72          18.54            3.26             7.85            
249468           -109.72          18.54            3.26             7.44            
249469           -109.72          18.54            3.26             6.07            
249470           -102.01          9.02             3.26             7.85            
249471           -102.01          9.02             3.26             6.49            
249472           -102.01          9.02             3.26             6.07            
249473           -102.01          9.02             3.26             4.71            
249474           -102.85          5.06             3.26             7.44            
249475           -102.85          5.06             3.26             6.07            
249476           -102.85          5.06             3.26             5.65            
249477           -102.85          5.06             3.26             4.29            
249478           -113.77          -0.50            3.26             6.07            
249479           -113.77          -0.50            3.26             4.71            
249480           -113.77          -0.50            3.26             4.29            
249481           -113.77          -0.50            3.26             2.93            
249482           -125.71          -10.17           3.26             7.85            
249483           -125.71          -10.17           3.26             6.49            
249484           -125.71          -10.17           3.26             6.07            
249485           -125.71          -10.17           3.26             4.71            
249486           -133.42          -19.69           3.26             6.49            
249487           -133.42          -19.69           3.26             5.13            
249488           -133.42          -19.69           3.26             4.71            
249489           -133.42          -19.69           3.26             3.35            
249490           -137.47          -19.69           3.26             6.07            
249491           -137.47          -19.69           3.26             4.71            
249492           -137.47          -19.69           3.26             4.29            
249493           -137.47          -19.69           3.26             2.93            
249494           -145.18          -10.17           3.26             4.71            
249495           -145.18          -10.17           3.26             3.35            
249496           -145.18          -10.17           3.26             2.93            
249497           -145.18          -10.17           3.26             1.57            
249498           -136.40          -12.03           3.26             7.44            
249499           -136.40          -12.03           3.26             6.07            
249500           -136.40          -12.03           3.26             5.65            
249501           -136.40          -12.03           3.26             4.29            
249502           -147.32          -17.60           3.26             6.07            
249503           -147.32          -17.60           3.26             4.71            
249504           -147.32          -17.60           3.26             4.29            
249505           -147.32          -17.60           3.26             2.93            
249506           -151.02          -15.95           3.26             5.65            
249507           -151.02          -15.95           3.26             4.29            
249508           -151.02          -15.95           3.26             3.87            
249509           -151.02          -15.95           3.26             2.51            
249510           -154.19          -4.11            3.26             4.29            
249511           -154.19          -4.11            3.26             2.93            
249512           -154.19          -4.11            3.26             2.51            
249513           -154.19          -4.11            3.26             1.15            
249514           -161.17          9.57             3.26             6.07            
249515           -161.17          9.57             3.26             4.71            
249516           -161.17          9.57             3.26             4.29            
249517           -161.17          9.57             3.26             2.93            
249518           -168.88          19.09            3.26             4.71            
249519           -168.88          19.09            3.26             3.35            
249520           -168.88          19.09            3.26             2.93            
249521           -168.88          19.09            3.26             1.57            
249522           -168.03          23.05            3.26             4.29            
249523           -168.03          23.05            3.26             2.93            
249524           -168.03          23.05            3.26             2.51            
249525           -168.03          23.05            3.26             1.15            
249526           -157.12          28.62            3.26             2.93            
249527           -157.12          28.62            3.26             1.57            
249528           -157.12          28.62            3.26             1.15            
249529           -157.12          28.62            3.26             -0.21           
249530           -165.50          38.97            3.26             7.85            
249531           -165.50          38.97            3.26             6.49            
249532           -165.50          38.97            3.26             6.07            
249533           -165.50          38.97            3.26             4.71            
249534           -173.21          29.45            3.26             6.49            
249535           -173.21          29.45            3.26             5.13            
249536           -173.21          29.45            3.26             4.71            
249537           -173.21          29.45            3.26             3.35            
249538           -177.26          29.45            3.26             6.07            
249539           -177.26          29.45            3.26             4.71            
249540           -177.26          29.45            3.26             4.29            
249541           -177.26          29.45            3.26             2.93            
249542           -184.97          38.97            3.26             4.71            
249543           -184.97          38.97            3.26             3.35            
249544           -184.97          38.97            3.26             2.93            
249545           -184.97          38.97            3.26             1.57            
249546           -196.91          48.63            3.26             6.49            
249547           -196.91          48.63            3.26             5.13            
249548           -196.91          48.63            3.26             4.71            
249549           -196.91          48.63            3.26             3.35            
249550           -207.83          54.20            3.26             5.13            
249551           -207.83          54.20            3.26             3.77            
249552           -207.83          54.20            3.26             3.35            
249553           -207.83          54.20            3.26             1.99            
249554           -208.67          58.16            3.26             4.71            
249555           -208.67          58.16            3.26             3.35            
249556           -208.67          58.16            3.26             2.93            
249557           -208.67          58.16            3.26             1.57            
249558           -200.96          67.68            3.26             3.35            
249559           -200.96          67.68            3.26             1.99            
249560           -200.96          67.68            3.26             1.57            
249561           -200.96          67.68            3.26             0.21            
249562           -200.96          58.71            3.26             6.07            
249563           -200.96          58.71            3.26             4.71            
249564           -200.96          58.71            3.26             4.29            
249565           -200.96          58.71            3.26             2.93            
249566           -208.67          68.23            3.26             4.71            
249567           -208.67          68.23            3.26             3.35            
249568           -208.67          68.23            3.26             2.93            
249569           -208.67          68.23            3.26             1.57            
249570           -207.83          72.19            3.26             4.29            
249571           -207.83          72.19            3.26             2.93            
249572           -207.83          72.19            3.26             2.51            
249573           -207.83          72.19            3.26             1.15            
249574           -196.91          77.75            3.26             2.93            
249575           -196.91          77.75            3.26             1.57            
249576           -196.91          77.75            3.26             1.15            
249577           -196.91          77.75            3.26             -0.21           
249578           -184.97          87.42            3.26             4.71            
249579           -184.97          87.42            3.26             3.35            
249580           -184.97          87.42            3.26             2.93            
249581           -184.97          87.42            3.26             1.57            
249582           -177.26          96.94            3.26             3.35            
249583           -177.26          96.94            3.26             1.99            
249584           -177.26          96.94            3.26             1.57            
249585           -177.26          96.94            3.26             0.21            
249586           -173.21          96.94            3.26             2.93            
249587           -173.21          96.94            3.26             1.57            
249588           -173.21          96.94            3.26             1.15            
249589           -173.21          96.94            3.26             -0.21           
249590           -165.50          87.42            3.26             1.57            
249591           -165.50          87.42            3.26             0.21            
249592           -165.50          87.42            3.26             -0.21           
249593           -165.50          87.42            3.26             -1.57           
249594           -177.79          97.38            3.26             9.63            
249595           -177.79          97.38            3.26             8.27            
249596           -177.79          97.38            3.26             7.85            
249597           -177.79          97.38            3.26             6.49            
249598           -166.87          91.81            3.26             8.27            
249599           -166.87          91.81            3.26             6.91            
249600           -166.87          91.81            3.26             6.49            
249601           -166.87          91.81            3.26             5.13            
249602           -166.03          87.85            3.26             7.85            
249603           -166.03          87.85            3.26             6.49            
249604           -166.03          87.85            3.26             6.07            
249605           -166.03          87.85            3.26             4.71            
249606           -173.74          78.33            3.26             6.49            
249607           -173.74          78.33            3.26             5.13            
249608           -173.74          78.33            3.26             4.71            
249609           -173.74          78.33            3.26             3.35            
249610           -180.72          64.64            3.26             8.27            
249611           -180.72          64.64            3.26             6.91            
249612           -180.72          64.64            3.26             6.49            
249613           -180.72          64.64            3.26             5.13            
249614           -183.89          52.81            3.26             6.91            
249615           -183.89          52.81            3.26             5.55            
249616           -183.89          52.81            3.26             5.13            
249617           -183.89          52.81            3.26             3.77            
249618           -187.59          51.16            3.26             6.49            
249619           -187.59          51.16            3.26             5.13            
249620           -187.59          51.16            3.26             4.71            
249621           -187.59          51.16            3.26             3.35            
249622           -198.50          56.72            3.26             5.13            
249623           -198.50          56.72            3.26             3.77            
249624           -198.50          56.72            3.26             3.35            
249625           -198.50          56.72            3.26             1.99            
249626           -189.73          58.59            3.26             7.85            
249627           -189.73          58.59            3.26             6.49            
249628           -189.73          58.59            3.26             6.07            
249629           -189.73          58.59            3.26             4.71            
249630           -197.44          49.07            3.26             6.49            
249631           -197.44          49.07            3.26             5.13            
249632           -197.44          49.07            3.26             4.71            
249633           -197.44          49.07            3.26             3.35            
249634           -201.49          49.07            3.26             6.07            
249635           -201.49          49.07            3.26             4.71            
249636           -201.49          49.07            3.26             4.29            
249637           -201.49          49.07            3.26             2.93            
249638           -209.20          58.59            3.26             4.71            
249639           -209.20          58.59            3.26             3.35            
249640           -209.20          58.59            3.26             2.93            
249641           -209.20          58.59            3.26             1.57            
249642           -221.14          68.26            3.26             6.49            
249643           -221.14          68.26            3.26             5.13            
249644           -221.14          68.26            3.26             4.71            
