stemID           locationX        locationY        length           radians         
22046            -130.33          385.40           69.89            2.62            
22047            -130.33          385.40           69.89            2.79            
22048            -130.33          385.40           69.89            1.75            
22049            -130.33          385.40           69.89            1.92            
22050            -44.89           400.46           69.89            1.57            
22051            -44.89           400.46           69.89            1.75            
22052            -44.89           400.46           69.89            0.70            
22053            -44.89           400.46           69.89            0.87            
22054            -59.50           404.38           69.89            1.75            
22055            -59.50           404.38           69.89            1.92            
22056            -59.50           404.38           69.89            0.87            
22057            -59.50           404.38           69.89            1.05            
22058            59.50            404.38           69.89            2.09            
22059            59.50            404.38           69.89            2.27            
22060            59.50            404.38           69.89            1.22            
22061            59.50            404.38           69.89            1.40            
22062            44.89            400.46           69.89            2.27            
22063            44.89            400.46           69.89            2.44            
22064            44.89            400.46           69.89            1.40            
22065            44.89            400.46           69.89            1.57            
22066            130.33           385.40           69.89            1.22            
22067            130.33           385.40           69.89            1.40            
22068            130.33           385.40           69.89            0.35            
22069            130.33           385.40           69.89            0.52            
22070            117.94           394.07           69.89            1.40            
22071            117.94           394.07           69.89            1.57            
22072            117.94           394.07           69.89            0.52            
22073            117.94           394.07           69.89            0.70            
22074            27.17            402.01           69.89            2.27            
22075            27.17            402.01           69.89            2.44            
22076            27.17            402.01           69.89            1.40            
22077            27.17            402.01           69.89            1.57            
22078            13.46            395.62           69.89            2.44            
22079            13.46            395.62           69.89            2.62            
22080            13.46            395.62           69.89            1.57            
22081            13.46            395.62           69.89            1.75            
22082            100.22           395.62           69.89            1.40            
22083            100.22           395.62           69.89            1.57            
22084            100.22           395.62           69.89            0.52            
22085            100.22           395.62           69.89            0.70            
22086            86.52            402.01           69.89            1.57            
22087            86.52            402.01           69.89            1.75            
22088            86.52            402.01           69.89            0.70            
22089            86.52            402.01           69.89            0.87            
22090            200.97           335.93           69.89            1.22            
22091            200.97           335.93           69.89            1.40            
22092            200.97           335.93           69.89            0.35            
22093            200.97           335.93           69.89            0.52            
22094            188.59           344.61           69.89            1.40            
22095            188.59           344.61           69.89            1.57            
22096            188.59           344.61           69.89            0.52            
22097            188.59           344.61           69.89            0.70            
22098            231.96           269.47           69.89            0.35            
22099            231.96           269.47           69.89            0.52            
22100            231.96           269.47           69.89            -0.52           
22101            231.96           269.47           69.89            -0.35           
22102            230.65           284.54           69.89            0.52            
22103            230.65           284.54           69.89            0.70            
22104            230.65           284.54           69.89            -0.35           
22105            230.65           284.54           69.89            -0.17           
22106            178.38           359.17           69.89            1.40            
22107            178.38           359.17           69.89            1.57            
22108            178.38           359.17           69.89            0.52            
22109            178.38           359.17           69.89            0.70            
22110            164.68           365.57           69.89            1.57            
22111            164.68           365.57           69.89            1.75            
22112            164.68           365.57           69.89            0.70            
22113            164.68           365.57           69.89            0.87            
22114            220.44           299.11           69.89            0.52            
22115            220.44           299.11           69.89            0.70            
22116            220.44           299.11           69.89            -0.35           
22117            220.44           299.11           69.89            -0.17           
22118            216.53           313.71           69.89            0.70            
22119            216.53           313.71           69.89            0.87            
22120            216.53           313.71           69.89            -0.17           
22121            216.53           313.71           69.89            0.00            
22122            9.21             410.39           69.89            2.27            
22123            9.21             410.39           69.89            2.44            
22124            9.21             410.39           69.89            1.40            
22125            9.21             410.39           69.89            1.57            
22126            -4.50            404.00           69.89            2.44            
22127            -4.50            404.00           69.89            2.62            
22128            -4.50            404.00           69.89            1.57            
22129            -4.50            404.00           69.89            1.75            
22130            82.26            404.00           69.89            1.40            
22131            82.26            404.00           69.89            1.57            
22132            82.26            404.00           69.89            0.52            
22133            82.26            404.00           69.89            0.70            
22134            68.56            410.39           69.89            1.57            
22135            68.56            410.39           69.89            1.75            
22136            68.56            410.39           69.89            0.70            
22137            68.56            410.39           69.89            0.87            
22138            -22.21           402.45           69.89            2.44            
22139            -22.21           402.45           69.89            2.62            
22140            -22.21           402.45           69.89            1.57            
22141            -22.21           402.45           69.89            1.75            
22142            -34.60           393.77           69.89            2.62            
22143            -34.60           393.77           69.89            2.79            
22144            -34.60           393.77           69.89            1.75            
22145            -34.60           393.77           69.89            1.92            
22146            50.84            408.84           69.89            1.57            
22147            50.84            408.84           69.89            1.75            
22148            50.84            408.84           69.89            0.70            
22149            50.84            408.84           69.89            0.87            
22150            36.23            412.75           69.89            1.75            
22151            36.23            412.75           69.89            1.92            
22152            36.23            412.75           69.89            0.87            
22153            36.23            412.75           69.89            1.05            
22154            160.42           367.55           69.89            1.40            
22155            160.42           367.55           69.89            1.57            
22156            160.42           367.55           69.89            0.52            
22157            160.42           367.55           69.89            0.70            
22158            146.72           373.94           69.89            1.57            
22159            146.72           373.94           69.89            1.75            
22160            146.72           373.94           69.89            0.70            
22161            146.72           373.94           69.89            0.87            
22162            202.48           307.48           69.89            0.52            
22163            202.48           307.48           69.89            0.70            
22164            202.48           307.48           69.89            -0.35           
22165            202.48           307.48           69.89            -0.17           
22166            198.57           322.09           69.89            0.70            
22167            198.57           322.09           69.89            0.87            
22168            198.57           322.09           69.89            -0.17           
22169            198.57           322.09           69.89            0.00            
22170            134.14           386.52           69.89            1.57            
22171            134.14           386.52           69.89            1.75            
22172            134.14           386.52           69.89            0.70            
22173            134.14           386.52           69.89            0.87            
22174            119.53           390.43           69.89            1.75            
22175            119.53           390.43           69.89            1.92            
22176            119.53           390.43           69.89            0.87            
22177            119.53           390.43           69.89            1.05            
22178            185.99           334.66           69.89            0.70            
22179            185.99           334.66           69.89            0.87            
22180            185.99           334.66           69.89            -0.17           
22181            185.99           334.66           69.89            -0.00           
22182            179.60           348.37           69.89            0.87            
22183            179.60           348.37           69.89            1.05            
22184            179.60           348.37           69.89            -0.00           
22185            179.60           348.37           69.89            0.17            
22186            -248.43          360.51           53.33            3.32            
22187            -248.43          360.51           53.33            3.49            
22188            -248.43          360.51           53.33            2.44            
22189            -248.43          360.51           53.33            2.62            
22190            -249.49          348.37           53.33            3.49            
22191            -249.49          348.37           53.33            3.67            
22192            -249.49          348.37           53.33            2.62            
22193            -249.49          348.37           53.33            2.79            
22194            -214.55          408.89           53.33            2.44            
22195            -214.55          408.89           53.33            2.62            
22196            -214.55          408.89           53.33            1.57            
22197            -214.55          408.89           53.33            1.75            
22198            -224.53          401.91           53.33            2.62            
22199            -224.53          401.91           53.33            2.79            
22200            -224.53          401.91           53.33            1.75            
22201            -224.53          401.91           53.33            1.92            
22202            -255.88          334.66           53.33            3.49            
22203            -255.88          334.66           53.33            3.67            
22204            -255.88          334.66           53.33            2.62            
22205            -255.88          334.66           53.33            2.79            
22206            -254.82          322.53           53.33            3.67            
22207            -254.82          322.53           53.33            3.84            
22208            -254.82          322.53           53.33            2.79            
22209            -254.82          322.53           53.33            2.97            
22210            -230.92          388.20           53.33            2.62            
22211            -230.92          388.20           53.33            2.79            
22212            -230.92          388.20           53.33            1.75            
22213            -230.92          388.20           53.33            1.92            
22214            -239.53          379.59           53.33            2.79            
22215            -239.53          379.59           53.33            2.97            
22216            -239.53          379.59           53.33            1.92            
22217            -239.53          379.59           53.33            2.09            
22218            -154.48          450.95           53.33            2.44            
22219            -154.48          450.95           53.33            2.62            
22220            -154.48          450.95           53.33            1.57            
22221            -154.48          450.95           53.33            1.75            
22222            -164.46          443.97           53.33            2.62            
22223            -164.46          443.97           53.33            2.79            
22224            -164.46          443.97           53.33            1.75            
22225            -164.46          443.97           53.33            1.92            
22226            -95.63           456.10           53.33            1.57            
22227            -95.63           456.10           53.33            1.75            
22228            -95.63           456.10           53.33            0.70            
22229            -95.63           456.10           53.33            0.87            
22230            -107.40          459.26           53.33            1.75            
22231            -107.40          459.26           53.33            1.92            
22232            -107.40          459.26           53.33            0.87            
22233            -107.40          459.26           53.33            1.05            
22234            -179.06          440.05           53.33            2.62            
22235            -179.06          440.05           53.33            2.79            
22236            -179.06          440.05           53.33            1.75            
22237            -179.06          440.05           53.33            1.92            
22238            -187.68          431.44           53.33            2.79            
22239            -187.68          431.44           53.33            2.97            
22240            -187.68          431.44           53.33            1.92            
22241            -187.68          431.44           53.33            2.09            
22242            -122.01          455.34           53.33            1.75            
22243            -122.01          455.34           53.33            1.92            
22244            -122.01          455.34           53.33            0.87            
22245            -122.01          455.34           53.33            1.05            
22246            -134.14          456.40           53.33            1.92            
22247            -134.14          456.40           53.33            2.09            
22248            -134.14          456.40           53.33            1.05            
22249            -134.14          456.40           53.33            1.22            
22250            -268.46          322.09           53.33            3.49            
22251            -268.46          322.09           53.33            3.67            
22252            -268.46          322.09           53.33            2.62            
22253            -268.46          322.09           53.33            2.79            
22254            -267.40          309.95           53.33            3.67            
22255            -267.40          309.95           53.33            3.84            
22256            -267.40          309.95           53.33            2.79            
22257            -267.40          309.95           53.33            2.97            
22258            -243.49          375.62           53.33            2.62            
22259            -243.49          375.62           53.33            2.79            
22260            -243.49          375.62           53.33            1.75            
22261            -243.49          375.62           53.33            1.92            
22262            -252.11          367.01           53.33            2.79            
22263            -252.11          367.01           53.33            2.97            
22264            -252.11          367.01           53.33            1.92            
22265            -252.11          367.01           53.33            2.09            
22266            -271.31          295.34           53.33            3.67            
22267            -271.31          295.34           53.33            3.84            
22268            -271.31          295.34           53.33            2.79            
22269            -271.31          295.34           53.33            2.97            
22270            -268.16          283.58           53.33            3.84            
22271            -268.16          283.58           53.33            4.01            
22272            -268.16          283.58           53.33            2.97            
22273            -268.16          283.58           53.33            3.14            
22274            -256.02          352.40           53.33            2.79            
22275            -256.02          352.40           53.33            2.97            
22276            -256.02          352.40           53.33            1.92            
22277            -256.02          352.40           53.33            2.09            
22278            -263.01          342.42           53.33            2.97            
22279            -263.01          342.42           53.33            3.14            
22280            -263.01          342.42           53.33            2.09            
22281            -263.01          342.42           53.33            2.27            
22282            -191.64          427.48           53.33            2.62            
22283            -191.64          427.48           53.33            2.79            
22284            -191.64          427.48           53.33            1.75            
22285            -191.64          427.48           53.33            1.92            
22286            -200.25          418.86           53.33            2.79            
22287            -200.25          418.86           53.33            2.97            
22288            -200.25          418.86           53.33            1.92            
22289            -200.25          418.86           53.33            2.09            
22290            -134.58          442.77           53.33            1.75            
22291            -134.58          442.77           53.33            1.92            
22292            -134.58          442.77           53.33            0.87            
22293            -134.58          442.77           53.33            1.05            
22294            -146.72          443.83           53.33            1.92            
22295            -146.72          443.83           53.33            2.09            
22296            -146.72          443.83           53.33            1.05            
22297            -146.72          443.83           53.33            1.22            
22298            -213.96          412.47           53.33            2.79            
22299            -213.96          412.47           53.33            2.97            
22300            -213.96          412.47           53.33            1.92            
22301            -213.96          412.47           53.33            2.09            
22302            -220.95          402.49           53.33            2.97            
22303            -220.95          402.49           53.33            3.14            
22304            -220.95          402.49           53.33            2.09            
22305            -220.95          402.49           53.33            2.27            
22306            -160.42          437.44           53.33            1.92            
22307            -160.42          437.44           53.33            2.09            
22308            -160.42          437.44           53.33            1.05            
22309            -160.42          437.44           53.33            1.22            
22310            -172.56          436.37           53.33            2.09            
22311            -172.56          436.37           53.33            2.27            
22312            -172.56          436.37           53.33            1.22            
22313            -172.56          436.37           53.33            1.40            
22314            -71.17           473.28           53.33            2.44            
22315            -71.17           473.28           53.33            2.62            
22316            -71.17           473.28           53.33            1.57            
22317            -71.17           473.28           53.33            1.75            
22318            -81.15           466.29           53.33            2.62            
22319            -81.15           466.29           53.33            2.79            
22320            -81.15           466.29           53.33            1.75            
22321            -81.15           466.29           53.33            1.92            
22322            -12.33           478.42           53.33            1.57            
22323            -12.33           478.42           53.33            1.75            
22324            -12.33           478.42           53.33            0.70            
22325            -12.33           478.42           53.33            0.87            
22326            -24.09           481.58           53.33            1.75            
22327            -24.09           481.58           53.33            1.92            
22328            -24.09           481.58           53.33            0.87            
22329            -24.09           481.58           53.33            1.05            
22330            -95.76           462.37           53.33            2.62            
22331            -95.76           462.37           53.33            2.79            
22332            -95.76           462.37           53.33            1.75            
22333            -95.76           462.37           53.33            1.92            
22334            -104.37          453.76           53.33            2.79            
